,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
580155,Jovem,18.0,,Preta,Inglês,"Sim, um",Sim
142471,Jovem,18.0,2775.7,Preta,Inglês,Não,Sim
573159,Jovem,17.0,1677.0,Preta,Inglês,Não,Não
1043787,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
1058433,Adulto,19.0,,Parda,Inglês,Não,Não
781689,Jovem,18.0,2036.8,Parda,Inglês,Não,Sim
75082,Jovem,18.0,3132.6,Parda,Espanhol,Não,Sim
524032,Jovem,18.0,,Indígena,Espanhol,Não,Não
1148962,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
39089,Jovem,17.0,2791.6000000000004,Branca,Inglês,"Sim, um",Sim
1044651,Jovem,17.0,2399.4,Preta,Espanhol,"Sim, um",Sim
1084039,Jovem,17.0,2591.9,Parda,Espanhol,"Sim, um",Sim
1075372,Adulto,19.0,,Branca,Inglês,Não,Não
1142361,Jovem,18.0,2129.6,Branca,Espanhol,"Sim, um",Sim
143472,Jovem,18.0,,Parda,Espanhol,Não,Não
1235918,Adulto,23.0,,Branca,Espanhol,"Sim, um",Sim
32477,Jovem,17.0,3204.1,Branca,Inglês,"Sim, dois",Sim
670853,Jovem,18.0,2187.6,Preta,Espanhol,Não,Sim
1191561,Jovem,17.0,2739.8,Branca,Inglês,"Sim, um",Sim
310558,Adulto,21.0,2535.3,Preta,Inglês,Não,Não
157726,Jovem,18.0,2416.5,Parda,Espanhol,Não,Sim
1031661,Jovem,17.0,2476.5,Parda,Inglês,"Sim, um",Sim
893822,Jovem,17.0,2822.0,Branca,Inglês,Não,Sim
992349,Jovem,18.0,2532.7999999999997,Parda,Inglês,"Sim, um",Sim
1054310,Adulto,19.0,,Amarela,Inglês,Não,Sim
1029128,Adulto,28.0,1885.6,Branca,Inglês,"Sim, um",Sim
683827,Jovem,18.0,2897.4,Parda,Espanhol,"Sim, um",Sim
688848,Jovem,17.0,2158.1000000000004,Branca,Inglês,Não,Não
779267,Jovem,18.0,,Parda,Inglês,Não,Não
180588,Jovem,17.0,3041.8,Parda,Inglês,Não,Sim
77322,Jovem,18.0,2738.2,Preta,Espanhol,Não,Sim
516086,Jovem,18.0,2807.7999999999997,Branca,Inglês,"Sim, um",Sim
755628,Adulto,19.0,2343.5,Preta,Espanhol,"Sim, um",Sim
1031850,Adulto,19.0,2200.6,Parda,Inglês,Não,Não
210810,Adulto,19.0,2060.8,Amarela,Espanhol,"Sim, um",Sim
1014777,Jovem,18.0,2352.0,Branca,Espanhol,"Sim, um",Sim
1233586,Jovem,17.0,2306.7000000000003,Parda,Espanhol,Não,Sim
147516,Jovem,17.0,3431.7000000000003,Branca,Inglês,"Sim, dois",Sim
1154846,Adulto,19.0,2757.7,Branca,Inglês,"Sim, um",Sim
1142017,Jovem,17.0,2344.7,Parda,Inglês,Não,Não
900918,Jovem,17.0,2311.3,Parda,Inglês,Não,Não
142572,Jovem,17.0,2086.3,Parda,Espanhol,"Sim, um",Sim
478601,Jovem,17.0,1997.6,Branca,Espanhol,"Sim, um",Sim
92928,Jovem,17.0,2427.4,Branca,Espanhol,Não,Sim
328075,Adulto,19.0,,Parda,Espanhol,Não,Não
315277,Jovem,18.0,2164.3999999999996,Parda,Espanhol,Não,Sim
1070878,Jovem,17.0,,Branca,Espanhol,Não,Sim
1223369,Jovem,17.0,2582.5,Branca,Inglês,"Sim, um",Sim
760456,Jovem,17.0,2959.2,Branca,Inglês,"Sim, um",Sim
502766,Jovem,17.0,2688.1000000000004,Preta,Inglês,"Sim, um",Sim
1148992,Jovem,18.0,2820.7,Preta,Espanhol,"Sim, um",Não
391313,Jovem,17.0,2448.0,Parda,Espanhol,Não,Sim
855521,Jovem,17.0,2347.0,Parda,Espanhol,Não,Não
345968,Adulto,26.0,,Parda,Inglês,Não,Não
586527,Jovem,17.0,3135.5,Branca,Espanhol,"Sim, um",Não
1003552,Jovem,18.0,2437.9,Parda,Inglês,Não,Não
401765,Jovem,18.0,1963.9999999999998,Parda,Espanhol,Não,Não
589854,Jovem,18.0,3270.5,Parda,Inglês,"Sim, um",Sim
1205319,Adulto,20.0,,Parda,Espanhol,Não,Não
1135511,Adulto,19.0,1961.1,Parda,Espanhol,Não,Não
221966,Jovem,17.0,2599.7000000000003,Branca,Inglês,"Sim, um",Sim
97950,Jovem,18.0,2287.7,Parda,Espanhol,Não,Não
28818,Adulto,19.0,3037.3999999999996,Branca,Espanhol,"Sim, um",Sim
684327,Jovem,18.0,2505.8,Preta,Espanhol,Não,Não
981155,Adulto,19.0,2809.9,Parda,Espanhol,Não,Sim
254424,Adulto,23.0,2135.7,Preta,Espanhol,"Sim, um",Sim
943985,Jovem,17.0,2670.2,Parda,Inglês,"Sim, um",Sim
169148,Jovem,17.0,2905.8,Branca,Espanhol,Não,Não
590953,Jovem,17.0,2569.1,Parda,Inglês,"Sim, um",Sim
216050,Jovem,17.0,2416.4,Branca,Espanhol,"Sim, um",Sim
853100,Jovem,18.0,2372.8,Branca,Espanhol,"Sim, um",Não
1036397,Jovem,17.0,2652.7,Branca,Espanhol,Não,Não
433406,Jovem,17.0,2057.9,Preta,Espanhol,Não,Não
685734,Jovem,17.0,,Preta,Inglês,Não,Não
803940,Jovem,17.0,1727.0,Parda,Espanhol,Não,Não
714613,Jovem,18.0,2577.1000000000004,Parda,Espanhol,"Sim, um",Sim
887545,Jovem,17.0,2816.1,Parda,Espanhol,Não,Sim
1075570,Adulto,22.0,,Parda,Inglês,Não,Sim
1208939,Jovem,18.0,2714.8999999999996,Parda,Inglês,Não,Não
179868,Adulto,19.0,2590.6,Branca,Espanhol,Não,Não
541134,Jovem,17.0,2750.2,Branca,Inglês,"Sim, um",Sim
985821,Adulto,28.0,2175.7,Parda,Espanhol,Não,Não
1053899,Jovem,18.0,2132.1000000000004,Branca,Inglês,"Sim, um",Sim
1093783,Jovem,17.0,2242.2,Branca,Inglês,Não,Sim
482897,Jovem,17.0,2564.0,Branca,Inglês,"Sim, um",Sim
446302,Jovem,18.0,2548.7,Parda,Espanhol,Não,Sim
488192,Adulto,20.0,2737.7,Branca,Inglês,"Sim, um",Sim
355971,Jovem,18.0,2206.6000000000004,Preta,Espanhol,Não,Sim
650297,Jovem,17.0,2104.8999999999996,Parda,Espanhol,"Sim, um",Sim
619879,Jovem,18.0,2726.9,Parda,Inglês,"Sim, um",Sim
795519,Adulto,21.0,,Preta,Inglês,"Sim, um",Sim
462640,Jovem,18.0,2574.9,Indígena,Espanhol,Não,Sim
424928,Jovem,17.0,2252.7,Amarela,Espanhol,Não,Não
216502,Adulto,19.0,2370.3,Não declarado,Espanhol,"Sim, um",Sim
165105,Jovem,17.0,2661.1,Preta,Inglês,"Sim, um",Sim
618493,Jovem,17.0,2191.3999999999996,Parda,Inglês,Não,Sim
58556,Adulto,20.0,,Parda,Inglês,"Sim, um",Sim
1084384,Adulto,19.0,2768.0,Branca,Inglês,Não,Sim
280973,Adulto,37.0,2127.9,Parda,Espanhol,Não,Não
692345,Jovem,18.0,3020.3,Branca,Inglês,"Sim, um",Sim
1146035,Jovem,17.0,,Branca,Espanhol,Não,Sim
520549,Jovem,16.0,2422.3,Parda,Inglês,"Sim, um",Sim
892004,Adulto,19.0,1549.0,Não declarado,Espanhol,"Sim, um",Sim
95477,Jovem,17.0,3263.0,Amarela,Espanhol,"Sim, dois",Sim
167722,Jovem,17.0,1981.1000000000001,Parda,Inglês,"Sim, dois",Sim
475249,Adulto,19.0,,Preta,Espanhol,Não,Sim
1097348,Jovem,18.0,2803.2,Branca,Inglês,"Sim, um",Sim
245541,Jovem,18.0,2324.1,Parda,Inglês,Não,Sim
981331,Adulto,19.0,2782.8,Parda,Espanhol,Não,Não
453708,Jovem,17.0,3120.3,Não declarado,Inglês,"Sim, um",Sim
1141710,Jovem,17.0,2478.7,Branca,Inglês,"Sim, um",Sim
775644,Jovem,17.0,2243.4,Parda,Inglês,"Sim, um",Sim
921501,Adulto,20.0,,Parda,Espanhol,Não,Não
157678,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
216239,Jovem,18.0,2409.8999999999996,Parda,Inglês,Não,Sim
1208351,Jovem,17.0,2453.7,Preta,Espanhol,Não,Não
1185110,Jovem,18.0,2899.6,Parda,Inglês,"Sim, três",Sim
30426,Jovem,18.0,2301.7,Branca,Inglês,"Sim, um",Sim
439239,Jovem,17.0,2552.7,Parda,Inglês,"Sim, um",Sim
374492,Jovem,18.0,2459.9,Preta,Espanhol,Não,Sim
139086,Jovem,17.0,2702.0,Parda,Espanhol,Não,Não
64229,Jovem,18.0,2270.9,Parda,Espanhol,"Sim, um",Sim
698000,Jovem,17.0,2678.5,Branca,Espanhol,Não,Sim
1104994,Jovem,17.0,3003.8,Parda,Inglês,Não,Não
826120,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
380284,Jovem,18.0,2536.1,Parda,Espanhol,Não,Não
96314,Jovem,18.0,2225.2,Parda,Espanhol,"Sim, um",Sim
340969,Adulto,19.0,,Parda,Inglês,Não,Não
48904,Jovem,17.0,,Branca,Inglês,Não,Sim
783870,Jovem,18.0,,Não declarado,Espanhol,Não,Sim
292376,Jovem,17.0,2552.4,Preta,Inglês,"Sim, um",Sim
1098322,Jovem,17.0,2768.2,Branca,Espanhol,"Sim, um",Sim
732578,Jovem,18.0,,Parda,Inglês,Não,Não
325331,Adulto,19.0,2271.6,Branca,Inglês,"Sim, um",Sim
451387,Jovem,17.0,2598.1,Preta,Inglês,Não,Não
1126747,Jovem,18.0,2008.0,Preta,Espanhol,Não,Sim
555944,Jovem,17.0,3041.1,Parda,Inglês,Não,Não
1108743,Jovem,17.0,,Parda,Espanhol,Não,Não
424677,Jovem,18.0,2726.2000000000003,Não declarado,Espanhol,Não,Sim
833131,Adulto,27.0,,Preta,Espanhol,Não,Não
299764,Adulto,19.0,,Parda,Espanhol,Não,Sim
848077,Jovem,17.0,3015.7,Branca,Inglês,"Sim, um",Sim
668673,Adulto,19.0,2542.0,Parda,Espanhol,"Sim, um",Sim
1205206,Jovem,17.0,2068.0,Parda,Espanhol,Não,Sim
739366,Adulto,30.0,,Preta,Inglês,Não,Sim
20786,Jovem,18.0,2961.4,Parda,Inglês,"Sim, um",Sim
1104234,Jovem,17.0,2632.7,Preta,Inglês,"Sim, dois",Sim
682462,Jovem,17.0,2289.6,Parda,Espanhol,Não,Sim
1165838,Jovem,18.0,2612.7,Branca,Inglês,Não,Sim
260841,Jovem,18.0,2853.2,Branca,Inglês,"Sim, dois",Sim
1223369,Jovem,17.0,2582.5,Branca,Inglês,"Sim, um",Sim
380176,Jovem,17.0,2545.0,Branca,Espanhol,"Sim, um",Sim
899538,Jovem,17.0,2745.9,Branca,Inglês,"Sim, quatro ou mais",Sim
1096582,Jovem,18.0,2257.9,Preta,Inglês,Não,Sim
1002530,Adulto,19.0,1633.8999999999999,Parda,Espanhol,Não,Sim
1104752,Adulto,19.0,2179.9,Branca,Inglês,"Sim, um",Sim
270850,Jovem,17.0,2373.6000000000004,Branca,Espanhol,Não,Sim
416586,Jovem,18.0,2910.0,Parda,Espanhol,Não,Não
326312,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
583734,Jovem,18.0,1617.4,Parda,Espanhol,Não,Sim
950948,Adulto,20.0,,Parda,Inglês,Não,Não
111024,Jovem,18.0,2968.0,Branca,Espanhol,"Sim, um",Sim
623962,Jovem,17.0,2128.8999999999996,Parda,Espanhol,Não,Sim
917074,Jovem,18.0,2197.8999999999996,Branca,Espanhol,"Sim, dois",Sim
267969,Jovem,18.0,2271.5,Branca,Inglês,Não,Não
1219776,Jovem,18.0,2823.8,Parda,Inglês,"Sim, um",Sim
999148,Jovem,17.0,2069.6,Branca,Inglês,Não,Sim
627048,Jovem,18.0,2247.6,Parda,Inglês,Não,Sim
185217,Jovem,18.0,2603.9,Parda,Inglês,"Sim, um",Sim
242280,Jovem,17.0,2857.7,Parda,Inglês,Não,Sim
21031,Jovem,17.0,3338.4,Branca,Inglês,"Sim, um",Sim
63244,Jovem,17.0,,Branca,Espanhol,Não,Sim
1203257,Adulto,23.0,1704.8,Branca,Inglês,Não,Não
100256,Jovem,17.0,3067.6000000000004,Branca,Espanhol,"Sim, um",Sim
265351,Jovem,18.0,2197.2,Parda,Espanhol,Não,Não
907018,Jovem,17.0,1562.8,Parda,Espanhol,Não,Não
861432,Jovem,18.0,2181.4,Branca,Espanhol,"Sim, um",Sim
914097,Jovem,17.0,2316.6,Branca,Espanhol,"Sim, um",Sim
947408,Jovem,18.0,3374.2,Preta,Inglês,"Sim, um",Sim
1187918,Jovem,17.0,2417.3,Branca,Inglês,Não,Sim
505065,Jovem,17.0,1888.9,Parda,Espanhol,Não,Sim
1033353,Jovem,18.0,2191.5,Preta,Inglês,"Sim, três",Sim
717870,Jovem,18.0,3205.9,Branca,Espanhol,"Sim, um",Sim
718187,Jovem,17.0,2474.9,Branca,Espanhol,Não,Não
1027593,Jovem,17.0,,Branca,Inglês,Não,Sim
622449,Jovem,17.0,2130.6,Parda,Espanhol,"Sim, um",Sim
846592,Jovem,17.0,3190.3,Branca,Inglês,"Sim, um",Sim
1038564,Adulto,19.0,2115.4,Preta,Espanhol,"Sim, um",Sim
319256,Jovem,17.0,,Parda,Inglês,Não,Não
295096,Jovem,17.0,2694.9,Parda,Inglês,"Sim, um",Sim
141945,Jovem,17.0,2950.0,Branca,Inglês,Não,Sim
44297,Jovem,18.0,1562.9,Parda,Inglês,Não,Não
175758,Jovem,17.0,2751.1000000000004,Parda,Espanhol,Não,Não
521351,Jovem,18.0,2143.3,Preta,Inglês,Não,Não
26836,Jovem,17.0,2443.7,Parda,Inglês,"Sim, um",Sim
776328,Adulto,19.0,,Parda,Espanhol,Não,Sim
505930,Jovem,17.0,3438.1,Parda,Inglês,"Sim, um",Sim
548738,Jovem,18.0,2294.9,Parda,Inglês,Não,Sim
743410,Jovem,18.0,2378.0,Branca,Espanhol,Não,Sim
801566,Jovem,18.0,2096.2,Parda,Espanhol,Não,Sim
8334,Jovem,17.0,2798.3,Parda,Inglês,"Sim, um",Sim
144765,Jovem,18.0,2314.4,Preta,Espanhol,Não,Sim
176396,Jovem,18.0,,Parda,Inglês,Não,Sim
478055,Jovem,18.0,,Preta,Inglês,Não,Sim
205962,Jovem,17.0,2336.5,Branca,Espanhol,Não,Não
108302,Jovem,18.0,2102.3999999999996,Parda,Espanhol,Não,Sim
960643,Jovem,18.0,,Parda,Espanhol,Não,Não
861589,Adulto,29.0,2273.8,Parda,Inglês,"Sim, um",Sim
332717,Adulto,19.0,2858.5,Parda,Espanhol,"Sim, um",Sim
1170316,Adulto,19.0,2732.2999999999997,Parda,Inglês,"Sim, um",Sim
874427,Jovem,17.0,,Branca,Espanhol,Não,Sim
169397,Jovem,17.0,3364.9,Parda,Inglês,"Sim, três",Sim
270165,Adulto,20.0,,Branca,Inglês,"Sim, um",Sim
702694,Adulto,22.0,,Branca,Espanhol,"Sim, um",Sim
868933,Jovem,18.0,,Indígena,Espanhol,Não,Não
1013617,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
472554,Jovem,17.0,1872.6999999999998,Parda,Espanhol,"Sim, um",Sim
884935,Jovem,17.0,2958.6,Branca,Inglês,"Sim, um",Sim
148228,Jovem,17.0,2668.9,Parda,Espanhol,Não,Não
97026,Jovem,17.0,1988.8,Parda,Espanhol,Não,Sim
221212,Jovem,18.0,2174.6000000000004,Preta,Espanhol,Não,Sim
828819,Adulto,19.0,1802.6,Preta,Espanhol,Não,Sim
86070,Jovem,17.0,2818.0,Branca,Inglês,"Sim, um",Sim
590946,Jovem,17.0,2696.2000000000003,Parda,Espanhol,Não,Não
1067982,Jovem,17.0,2720.7000000000003,Parda,Inglês,"Sim, um",Sim
1110295,Adulto,23.0,,Parda,Inglês,Não,Não
200514,Adulto,23.0,,Não declarado,Espanhol,Não,Sim
1177062,Jovem,17.0,2786.8999999999996,Branca,Inglês,"Sim, dois",Sim
146535,Jovem,17.0,3400.1,Branca,Inglês,"Sim, um",Sim
462550,Jovem,18.0,,Parda,Inglês,Não,Sim
1222491,Jovem,17.0,2312.5,Parda,Inglês,"Sim, um",Sim
176307,Jovem,17.0,2705.7,Parda,Espanhol,Não,Sim
274738,Jovem,18.0,2487.3,Branca,Inglês,Não,Sim
29893,Jovem,18.0,2308.7,Parda,Espanhol,Não,Não
264004,Adulto,19.0,2523.3,Preta,Inglês,"Sim, um",Sim
809728,Jovem,17.0,2864.7000000000003,Parda,Inglês,Não,Sim
1094792,Jovem,17.0,,Preta,Inglês,Não,Não
301213,Jovem,18.0,,Branca,Espanhol,Não,Não
1136677,Jovem,17.0,2264.0,Branca,Inglês,"Sim, um",Sim
163146,Jovem,17.0,1870.9,Parda,Espanhol,Não,Sim
1063779,Adulto,19.0,2099.7,Parda,Espanhol,Não,Não
636121,Jovem,18.0,2169.1,Parda,Espanhol,Não,Não
516849,Jovem,17.0,2296.7,Parda,Inglês,Não,Não
165345,Jovem,18.0,2290.7000000000003,Preta,Inglês,"Sim, um",Sim
1097805,Jovem,18.0,2065.5,Preta,Espanhol,Não,Não
880899,Jovem,17.0,2917.7,Parda,Espanhol,Não,Sim
237290,Jovem,17.0,2688.0,Parda,Inglês,Não,Sim
1052106,Adulto,26.0,,Branca,Espanhol,"Sim, um",Sim
395917,Jovem,18.0,2349.2,Parda,Espanhol,Não,Sim
1089727,Jovem,16.0,2238.0,Parda,Espanhol,Não,Sim
603304,Jovem,18.0,,Parda,Inglês,Não,Não
450335,Jovem,17.0,2463.6,Parda,Inglês,Não,Sim
9040,Jovem,18.0,2102.0,Parda,Espanhol,"Sim, um",Sim
130488,Jovem,18.0,2800.4000000000005,Branca,Inglês,Não,Sim
647116,Adulto,19.0,3315.5,Parda,Inglês,"Sim, um",Sim
814188,Jovem,17.0,2265.6,Parda,Espanhol,"Sim, um",Sim
145860,Adulto,19.0,1962.3999999999999,Parda,Espanhol,Não,Sim
1198653,Jovem,17.0,2459.4,Parda,Inglês,"Sim, um",Sim
706667,Jovem,17.0,2378.4,Parda,Espanhol,Não,Sim
1125685,Jovem,18.0,1990.8999999999999,Preta,Espanhol,Não,Sim
392098,Jovem,17.0,2358.7,Parda,Inglês,Não,Não
594222,Jovem,18.0,2462.5,Parda,Espanhol,Não,Não
420065,Jovem,17.0,,Parda,Espanhol,"Sim, um",Sim
372954,Jovem,18.0,2268.8,Parda,Espanhol,Não,Sim
540385,Adulto,20.0,2023.3000000000002,Amarela,Espanhol,"Sim, um",Sim
914774,Adulto,20.0,2258.4,Parda,Inglês,"Sim, um",Sim
204375,Jovem,17.0,2441.2,Branca,Inglês,Não,Sim
578334,Jovem,18.0,,Preta,Inglês,"Sim, um",Sim
246125,Jovem,18.0,2515.2,Parda,Espanhol,Não,Sim
1155013,Jovem,18.0,2508.2,Preta,Inglês,"Sim, um",Sim
1235346,Adulto,19.0,,Branca,Espanhol,"Sim, um",Sim
601100,Adulto,19.0,,Parda,Espanhol,Não,Sim
732597,Jovem,18.0,2170.8,Parda,Inglês,Não,Não
598223,Jovem,18.0,2404.7999999999997,Branca,Inglês,"Sim, um",Sim
737260,Jovem,17.0,2487.0,Amarela,Espanhol,Não,Sim
611522,Adulto,19.0,2307.3,Parda,Espanhol,Não,Não
793973,Adulto,21.0,2280.8,Preta,Espanhol,Não,Não
659265,Jovem,16.0,2277.0,Parda,Espanhol,"Sim, um",Sim
522020,Jovem,18.0,3018.2000000000003,Parda,Espanhol,Não,Sim
1138062,Jovem,18.0,2260.1,Parda,Inglês,Não,Não
1131763,Jovem,17.0,2559.3,Branca,Espanhol,Não,Sim
1077126,Jovem,17.0,1963.2,Preta,Inglês,Não,Sim
853676,Adulto,20.0,2087.1,Branca,Espanhol,"Sim, um",Sim
973080,Jovem,16.0,3429.4,Branca,Inglês,Não,Não
579621,Adulto,20.0,2238.3,Parda,Inglês,Não,Não
862586,Jovem,17.0,,Amarela,Inglês,"Sim, um",Sim
1148953,Jovem,18.0,2512.2999999999997,Parda,Inglês,"Sim, um",Sim
504916,Jovem,17.0,,Preta,Inglês,Não,Sim
285375,Jovem,18.0,3450.8,Branca,Inglês,"Sim, um",Sim
154218,Jovem,16.0,1902.4,Parda,Espanhol,Não,Não
549706,Jovem,17.0,2730.9,Parda,Espanhol,Não,Sim
986101,Adulto,19.0,2475.5,Parda,Espanhol,Não,Sim
806192,Jovem,18.0,2127.4,Branca,Inglês,Não,Sim
388953,Jovem,17.0,2749.5,Não declarado,Inglês,"Sim, um",Sim
89394,Jovem,18.0,2446.6,Branca,Espanhol,Não,Sim
953729,Adulto,47.0,,Parda,Espanhol,Não,Não
531642,Adulto,19.0,2797.2,Parda,Inglês,"Sim, um",Sim
885687,Jovem,18.0,3186.5,Parda,Espanhol,"Sim, quatro ou mais",Sim
70705,Jovem,17.0,2860.8999999999996,Branca,Inglês,"Sim, um",Sim
30833,Adulto,19.0,2261.7,Branca,Inglês,Não,Não
1067047,Jovem,18.0,2545.3,Branca,Espanhol,"Sim, um",Sim
1011513,Jovem,18.0,2348.4,Parda,Espanhol,Não,Sim
686504,Jovem,17.0,2099.8999999999996,Preta,Espanhol,Não,Não
1233197,Jovem,17.0,,Branca,Inglês,Não,Sim
65518,Jovem,18.0,2765.8,Branca,Espanhol,"Sim, um",Sim
935040,Adulto,19.0,2202.4,Branca,Espanhol,"Sim, um",Sim
1028776,Jovem,17.0,,Parda,Inglês,Não,Não
419732,Jovem,16.0,2829.6,Parda,Espanhol,Não,Não
902086,Jovem,17.0,2123.1,Parda,Inglês,"Sim, um",Sim
409601,Adulto,20.0,,Parda,Espanhol,Não,Não
524785,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
353917,Jovem,18.0,2817.7999999999997,Preta,Espanhol,Não,Não
410298,Jovem,17.0,2670.8,Parda,Espanhol,Não,Sim
856509,Jovem,18.0,2286.0,Branca,Espanhol,"Sim, um",Sim
1019082,Adulto,24.0,1657.2,Parda,Espanhol,Não,Não
495759,Jovem,17.0,2704.6,Branca,Inglês,"Sim, um",Sim
79060,Jovem,18.0,2653.7,Preta,Inglês,Não,Não
1214458,Adulto,20.0,2763.5,Branca,Inglês,"Sim, um",Sim
1170068,Jovem,16.0,2213.1000000000004,Preta,Espanhol,Não,Sim
1221219,Adulto,45.0,1873.4,Branca,Espanhol,Não,Não
297058,Jovem,17.0,2898.6,Parda,Espanhol,"Sim, um",Sim
28511,Adulto,23.0,2555.5,Parda,Espanhol,"Sim, um",Sim
249148,Jovem,18.0,2102.6000000000004,Branca,Espanhol,Não,Não
749155,Jovem,17.0,2362.9,Branca,Espanhol,Não,Sim
257082,Jovem,17.0,2341.3,Branca,Inglês,"Sim, um",Sim
162844,Jovem,17.0,2244.3,Parda,Espanhol,Não,Sim
467914,Jovem,17.0,2808.7,Branca,Inglês,"Sim, um",Sim
1007173,Adulto,29.0,2378.1,Branca,Inglês,"Sim, um",Sim
733116,Jovem,17.0,2508.8999999999996,Parda,Espanhol,Não,Sim
763919,Jovem,18.0,,Parda,Espanhol,Não,Sim
450707,Jovem,18.0,2526.3,Preta,Espanhol,Não,Sim
1033055,Adulto,28.0,,Parda,Espanhol,Não,Sim
276696,Jovem,18.0,2527.2,Branca,Espanhol,"Sim, um",Sim
650248,Jovem,18.0,2455.2,Parda,Inglês,"Sim, um",Sim
903284,Jovem,17.0,3119.4,Preta,Espanhol,Não,Não
878318,Jovem,18.0,2486.3999999999996,Branca,Espanhol,"Sim, um",Sim
527418,Adulto,20.0,,Parda,Inglês,"Sim, um",Sim
804024,Adulto,19.0,2325.7,Parda,Inglês,Não,Sim
1165565,Jovem,18.0,2206.9,Parda,Espanhol,Não,Não
103515,Jovem,17.0,3370.0,Amarela,Inglês,"Sim, um",Sim
1225554,Jovem,18.0,3027.3,Branca,Inglês,"Sim, dois",Sim
1120159,Jovem,17.0,1772.3999999999999,Preta,Espanhol,Não,Não
948684,Jovem,18.0,2319.8999999999996,Branca,Inglês,"Sim, um",Sim
63536,Jovem,18.0,2573.3,Amarela,Inglês,Não,Não
575421,Jovem,18.0,2433.8,Parda,Espanhol,"Sim, um",Sim
762509,Adulto,19.0,,Parda,Espanhol,Não,Sim
506149,Jovem,17.0,3046.7,Preta,Espanhol,"Sim, um",Sim
977311,Jovem,18.0,2203.6000000000004,Branca,Espanhol,"Sim, um",Sim
621626,Jovem,17.0,2120.2,Não declarado,Espanhol,Não,Sim
1225893,Jovem,17.0,2158.5,Branca,Inglês,Não,Não
287842,Adulto,23.0,,Branca,Inglês,Não,Sim
910704,Jovem,17.0,,Parda,Espanhol,"Sim, dois",Sim
141740,Jovem,17.0,,Preta,Espanhol,Não,Não
1148087,Jovem,18.0,1707.6,Parda,Inglês,Não,Sim
657006,Jovem,18.0,3153.7999999999997,Parda,Inglês,"Sim, um",Sim
843117,Jovem,18.0,2338.8,Preta,Espanhol,Não,Não
466703,Jovem,18.0,1937.1000000000001,Branca,Espanhol,Não,Não
23106,Jovem,17.0,3103.6,Parda,Espanhol,"Sim, três",Sim
114748,Adulto,19.0,2256.6,Branca,Inglês,Não,Sim
523356,Jovem,18.0,2492.6,Branca,Espanhol,"Sim, um",Sim
623315,Jovem,17.0,2710.2,Parda,Espanhol,Não,Sim
132983,Jovem,18.0,2286.4,Parda,Inglês,Não,Sim
466700,Jovem,17.0,2282.5,Não declarado,Espanhol,Não,Sim
71033,Jovem,17.0,2575.8,Parda,Inglês,Não,Sim
500666,Adulto,20.0,,Branca,Inglês,"Sim, um",Sim
726608,Jovem,18.0,2811.0,Branca,Espanhol,Não,Sim
192104,Adulto,19.0,2315.1000000000004,Preta,Espanhol,Não,Sim
257470,Jovem,17.0,2812.3,Parda,Espanhol,"Sim, um",Sim
507094,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
1136743,Adulto,19.0,2421.3,Preta,Espanhol,Não,Não
402734,Jovem,17.0,2458.3,Parda,Espanhol,Não,Sim
971809,Jovem,16.0,2909.7,Branca,Inglês,"Sim, um",Sim
238321,Jovem,18.0,2481.2,Parda,Inglês,Não,Sim
927056,Adulto,19.0,2062.3,Não declarado,Espanhol,Não,Sim
995111,Adulto,38.0,2266.3,Parda,Espanhol,Não,Não
727704,Jovem,17.0,2532.1,Branca,Espanhol,Não,Não
416057,Jovem,17.0,3265.2,Branca,Inglês,Não,Sim
326540,Jovem,17.0,3122.9,Amarela,Espanhol,"Sim, um",Sim
622560,Jovem,17.0,1681.8999999999999,Não declarado,Espanhol,Não,Não
1144554,Jovem,18.0,,Preta,Espanhol,"Sim, um",Sim
860423,Jovem,18.0,2424.8,Parda,Inglês,"Sim, um",Sim
1191790,Jovem,17.0,2476.6,Preta,Inglês,Não,Sim
569208,Jovem,17.0,2610.0,Parda,Espanhol,Não,Sim
1153577,Jovem,18.0,2850.8,Parda,Inglês,"Sim, dois",Sim
873076,Adulto,20.0,,Parda,Espanhol,"Sim, um",Sim
320552,Jovem,18.0,3197.6,Parda,Inglês,"Sim, dois",Sim
956160,Jovem,17.0,2772.3,Parda,Espanhol,Não,Sim
403324,Jovem,17.0,2585.1,Branca,Inglês,"Sim, dois",Sim
415320,Jovem,18.0,,Branca,Espanhol,Não,Sim
676400,Jovem,18.0,2312.3,Parda,Inglês,"Sim, um",Sim
860068,Jovem,17.0,2379.7,Branca,Inglês,"Sim, dois",Sim
1125028,Jovem,16.0,2035.2,Parda,Espanhol,Não,Sim
848798,Jovem,17.0,3191.8999999999996,Branca,Espanhol,"Sim, um",Sim
949333,Jovem,18.0,2943.1000000000004,Branca,Inglês,"Sim, um",Sim
1229827,Jovem,18.0,,Preta,Espanhol,"Sim, dois",Sim
