NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001754261,2019,5002704,Campo Grande,50,MS,17,M,1,1,1,5002803.0,Caracol,50.0,MS,2,0,2,1.0,0,50006100.0,5002704.0,Campo Grande,50.0,MS,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002704,Campo Grande,50,MS,1,1,1,1,505.0,507.0,511.0,518.0,390.8,471.8,455.1,584.1,DCDBCCCDBDCDBCCCDBDCDBCCCDBDCDBCCCDBDCDBCCCDB,BCACADBDBCCDBBDDECCAABCDBBCAAACEECCCDDDBCCBDB,99999CBAABCABACEEAABDDADECEBAAACDEBDDDBCADBEAEABBB,ADEBADEBADEBADEBADEBADEBADEBADEBADEBDCDBCCCDB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,80.0,80.0,140.0,540.0,C,G,B,D,6,E,A,B,D,B,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
190002245209,2019,2613701,São Lourenço da Mata,26,PE,22,F,1,1,1,2603454.0,Camaragibe,26.0,PE,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613701,São Lourenço da Mata,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,407.6,480.4,484.1,425.4,CDEBADDDDCBCBCAACCEEDABDAABCCCBCBDEABDCACAECD,CECAAACBEBDEABACECCAEBCDEDDBDAEBBAEECACBDBBAB,99999EBEEEBCBABADBECCCCAEABBBCCAEEBACADACDDAECECBE,ADBCECDAABACDDDCCDDADBAEABEEEDDEDBCCCABDDCACB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,80.0,560.0,C,B,B,B,4,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B
190003550264,2019,3118007,Congonhas,31,MG,22,F,1,3,1,3118007.0,Congonhas,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118007,Congonhas,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,B,7,E,A,B,D,B,B,B,A,B,A,A,A,A,B,B,A,D,A,B,B
190004028393,2019,2910800,Feira de Santana,29,BA,15,F,1,3,1,2910800.0,Feira de Santana,29.0,BA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910800,Feira de Santana,29,BA,1,1,1,1,505.0,508.0,512.0,518.0,484.8,503.2,533.3,472.6,DEACAABBBBCCBE*BAEABBDBDEBDBABECABEABAEDCBAED,ABCCDBCACAAEACBAACCCBDDAAAEEEEAABBCBAECAEECDD,DBDDE99999CBABAEDCBCCEBCDBACEEABCBAABDDEBEBDCAADED,DCCBBDCDBBDCCBAEBBCBACCBAECEBEAECDABAEDCDECBB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,100.0,120.0,0.0,460.0,B,D,F,F,3,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
190001173112,2019,2304400,Fortaleza,23,CE,19,M,1,2,1,2304400.0,Fortaleza,23.0,CE,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,508.0,512.0,518.0,466.0,478.4,468.1,496.2,DCCCCDADEBBCBECCBEDCEAACDAAAABCEDBDADDDDCACEA,BAACECDACDAECDABDDBAEDBBBBDBEABEBEECBDBBBADBE,99999EEBADCBAABBAECBEDDACEBEBCAAABDADCAEECABCDCACA,DDCCABBBBDEBECBDCBCAACDBADDEECEDDCEDBCDBADADA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,140.0,120.0,140.0,100.0,640.0,H,H,B,B,3,C,A,B,C,A,B,B,B,A,A,B,A,B,B,B,A,D,A,A,B
190005572506,2019,2408102,Natal,24,RN,45,M,1,1,1,2403103.0,Currais Novos,24.0,RN,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,1,1,1,1,506.0,509.0,514.0,517.0,527.2,631.4,609.6,537.8,BEBDBACAEABDCCECCCDBBCEDADBBECAEEEEBBBEBCCEEB,ACACEEBCABCBADCBCACCBBEBCECABCEAAAADDDDBBDEDB,99999CDBDABBCCCEEDCBAAADEBACAECDDBEDBCDBAECCCCAEDB,CBCACCABCDBCCBDBADCECDBABDACDABBDDEBEDEDEEDCD,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,180.0,160.0,180.0,140.0,20.0,680.0,B,B,A,A,1,J,B,C,C,B,A,B,B,A,A,B,A,A,B,A,A,B,A,B,B
190003732951,2019,2601706,Belo Jardim,26,PE,22,M,1,1,1,2507507.0,João Pessoa,25.0,PB,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601706,Belo Jardim,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,D,D,5,C,A,C,C,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B
190005977289,2019,3554003,Tatuí,35,SP,20,M,1,1,1,3554003.0,Tatuí,35.0,SP,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554003,Tatuí,35,SP,1,1,1,1,503.0,509.0,514.0,515.0,569.7,682.5,610.9,583.7,CEECBCDDADCBCDBBAABCDEBECACACBECECCBDCDCBDABA,ACACEEACCBABADAEEACEBBEBCCCADCEBAACBEEDBBBADB,99999CABDABCCCBDEDECAAADCBECDEACDBADBDCACCCBCCEECB,EDADDCBBBDCEBCEDCEBEADADBBBDEADDEBBCEDDABDEBA,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,180.0,160.0,160.0,140.0,800.0,C,B,B,A,4,E,A,B,C,B,A,B,A,A,A,A,A,B,B,B,A,D,A,B,B
190002578426,2019,2304400,Fortaleza,23,CE,19,M,1,1,1,2304400.0,Fortaleza,23.0,CE,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,507.0,511.0,518.0,341.8,522.0,499.4,463.5,EBBAABCDEEADCBCBEBCBAEBCCDABBADAABEABCAACAEDB,EEDCDBAAABCAABDAECCCDACAEEBBAAABABCCABBACBADE,BDABD99999CCBDEBDBBCEADBDDBAECDAAAABDBEAADDDCBBCBB,DCBCAECBEDEBDABDABCAEEEBABBBBAAECBBACDABCCEDC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,140.0,120.0,120.0,140.0,640.0,H,E,F,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190001380662,2019,2613909,Serra Talhada,26,PE,17,M,1,3,1,2613909.0,Serra Talhada,26.0,PE,2,0,2,1.0,0,26178192.0,2613909.0,Serra Talhada,26.0,PE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613909,Serra Talhada,26,PE,1,1,1,1,505.0,508.0,512.0,518.0,483.7,430.5,528.3,572.9,BBBCAEADBDEEACCABEBCDBEDBCACEDBBAEBCDADECBADA,ABAAECEACDABDCABDEEDABDBABCECCBC*BECDAACBEDBC,BADDA99999CCADEEADBDABAECBABBECDEABCADBCECAAEAEBDD,DBCBBECBADDBCAEEBBCAADCEDBCBEBCBDAECBCEEBCAEB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,160.0,120.0,120.0,100.0,640.0,B,D,C,C,5,C,A,D,D,B,B,B,B,A,A,A,A,A,B,B,A,D,A,B,B
190003021752,2019,1200401,Rio Branco,12,AC,18,F,1,3,1,1200401.0,Rio Branco,12.0,AC,2,0,2,1.0,0,12012750.0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200401,Rio Branco,12,AC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,8,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190002034277,2019,5300108,Brasília,53,DF,19,F,1,3,1,2920452.0,Mansidão,29.0,BA,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1,1,1,1,504.0,508.0,512.0,516.0,447.2,428.9,495.0,392.4,CECDCCBDEABADECECBADCBDCABCAABCBADBCAEEAACBCD,DBEDCACECBDADCABDCACABBCDDCBEDADEEBBDBBCADCAE,99999DCBCBBDCBAAECACDEDDBDAABCCAAEDABDDBECDBAAEBEA,EDADABAEBCCDBDCCBAEECBABACDDECDCBBCBDCBADECAE,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,120.0,100.0,120.0,80.0,520.0,B,B,A,A,3,B,A,B,C,A,A,B,B,A,A,B,A,A,B,B,A,C,A,A,B
190001163226,2019,2304400,Fortaleza,23,CE,21,M,1,1,1,2304400.0,Fortaleza,23.0,CE,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,509.0,514.0,518.0,581.2,579.1,570.7,704.2,AADBAEBCDCCEEDCBEEBBCABDECACEBADECEBAADECDDAD,CCECEEECBDAAADBBEDCDBBEBACBCDCACACBAAEDDADADB,EBBDE99999EBCBCEBBEEAACDDBDEAEADDBBEBDAAAECBDAAECB,DEEBABCBCDBABEBECBCCCDCAEEBECBBCAAAABACEEADEA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,200.0,120.0,120.0,140.0,700.0,D,C,D,D,2,B,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,C,A,B,B
190004034813,2019,2914802,Itabuna,29,BA,18,F,1,1,1,2914802.0,Itabuna,29.0,BA,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914802,Itabuna,29,BA,1,1,1,1,504.0,507.0,511.0,516.0,406.9,511.6,508.2,428.0,CACBDDAEBDDBDCEABACADACDDBDDCEBACDBCADAADABCA,ACECABACEBADEEECECCDEBCAEABECACBDEECECADBDCAB,DBDBA99999CCBAAEABCEAABECBCEEEECCBCCBBDAAEDBECEDDE,CAEEBABCACEABCCEBDBBCAABCBEBCBCECCBEBECCDDBDB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,160.0,120.0,100.0,100.0,600.0,D,E,C,B,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
190002502272,2019,3550308,São Paulo,35,SP,23,F,0,2,1,3548708.0,São Bernardo do Campo,35.0,SP,2,0,2,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,504.0,510.0,513.0,516.0,519.1,559.4,502.0,479.4,DECADEAEEBDBDEAABEADDBEEDACBBACEEBECEABEDBBCC,EAACBADBBDEBDBABDCAAEDBBECAEEEBDCBCBAADBEBACE,99999BEAEBABBAEDEAEEEADDABAAAEEDDECEEAAEBBCECAACDC,ABBEBAABAEBBBEAAADEEEBCBCEBEBAACDBCBCEBCDDEEE,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,80.0,100.0,120.0,120.0,60.0,480.0,E,B,C,B,4,C,A,B,B,A,A,B,B,B,A,B,A,A,B,B,A,B,A,A,B
190005245186,2019,4209102,Joinville,42,SC,30,M,1,1,1,4205902.0,Gaspar,42.0,SC,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209102,Joinville,42,SC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,A,C,2,C,A,C,C,B,A,B,A,B,A,B,A,B,B,A,A,C,B,B,B
190005158031,2019,3302601,Mangaratiba,33,RJ,18,F,1,2,1,3302601.0,Mangaratiba,33.0,RJ,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302601,Mangaratiba,33,RJ,1,1,1,1,505.0,508.0,512.0,518.0,419.8,528.1,542.3,412.3,CABDBEDDAEBCDBCBEDCBCCAEBBCDBDAECBDBAAADDECAE,ABCAADBDABCEACCACBACABBDAAEBEDCEBCDACDBAEEDAC,BCAEA99999CEABCEAADCBABCDEDDECABEBCADDACECDCAABDED,EBCACADDACEEABCDCBADCBDCABBCDBEBAEBDDCADCDCBE,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,100.0,120.0,120.0,140.0,600.0,E,D,D,D,5,M,A,D,D,C,A,B,B,B,A,B,A,B,C,B,B,D,B,C,B
190002699462,2019,2311801,Russas,23,CE,18,M,1,3,1,2311801.0,Russas,23.0,CE,2,0,2,1.0,0,23255528.0,2311801.0,Russas,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311801,Russas,23,CE,1,1,1,1,505.0,507.0,511.0,518.0,459.4,627.2,602.7,715.6,EBACDCBAECEECECBDEBBDCEDEBAEDCBCDCDBCCDBDEACD,BAACEBABBADCBCEBEECACEEEEDBEBADABEBEADBBEAEDB,CDABE99999BCAEDDDEECDCAECDBECDBCACCDEBAACDDDBADCDE,DDABACCDDDBACECEEEDCDDACEDCECABEABBACBDAAEDCD,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,200.0,120.0,120.0,160.0,720.0,B,B,B,B,6,B,A,B,D,A,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190002470093,2019,3304557,Rio de Janeiro,33,RJ,18,M,3,1,1,3304557.0,Rio de Janeiro,33.0,RJ,2,0,3,1.0,0,33113106.0,3304557.0,Rio de Janeiro,33.0,RJ,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,504.0,510.0,513.0,516.0,502.2,453.4,554.0,639.5,CBBDADBECEDAEDCCDDCEABEDBDBEBECBCDBCADBBDAEAD,DEECCAEAECAABBECAEEDBAEBBAEADBDECDABABDCAADDE,99999DAABAEBCCEBAAEECDDBEDAAECBCBBDECAEECAEDCDADEC,DADDEEAADDBBABCCCDEACDCAAECBABEDCAEBCECCCEBAC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,100.0,100.0,120.0,560.0,E,G,B,B,4,J,B,B,D,C,A,B,B,B,B,B,A,A,E,B,A,E,B,B,B
190003296427,2019,3516200,Franca,35,SP,17,M,1,1,1,3516200.0,Franca,35.0,SP,2,0,2,1.0,0,35900655.0,3516200.0,Franca,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3516200,Franca,35,SP,1,1,1,1,505.0,507.0,511.0,518.0,359.6,428.8,540.0,377.9,BDECBDEDADDECBCABDEBCDEBDCBBDDCEDCACDBDDCAADE,DEACADDBCBDECDACBDEBCBEDADBDBACCDEADACDABAECE,99999CAABDBCBEEBDEDEDADECABECDECBACAEDACDDABEBCCBC,BDCCBACADEECBDBACBBADD*ACBDBCEEBDEABCDAEBCBEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,100.0,120.0,120.0,120.0,120.0,580.0,F,F,D,D,4,F,A,D,D,C,C,C,C,B,A,B,A,B,A,A,B,D,B,C,B
190005663489,2019,2913101,Ibititá,29,BA,19,F,1,3,2,,,,,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913101,Ibititá,29,BA,1,1,1,1,503.0,508.0,512.0,515.0,413.0,477.5,465.4,560.8,BEBDCDAEECDDBDDADBECBDCDAECDEBDCCDCCBCBADABEA,EBAABBBABBAECCCABAACBEDCBBDDACBCDDEDBDCEADAAC,99999ADCBAAADEDBECEBECABDBDBABDCBCDADDCBBCABEACCAE,CBBEDCABDCBCDDEEAECBBEBBBEBDACBEDADACEABDBCAC,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,A,B,3,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,B,C,A,A,B
190003250517,2019,2111300,São Luís,21,MA,38,F,0,3,1,2111300.0,São Luís,21.0,MA,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,A,D,A,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
