NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001437423,2019,2906873,Capim Grosso,29,BA,18,F,1,1,1,2906873.0,Capim Grosso,29.0,BA,2,0,2,1.0,0,29070317.0,2906873.0,Capim Grosso,29.0,BA,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906873,Capim Grosso,29,BA,1,1,1,1,506.0,507.0,511.0,517.0,501.6,566.8,587.7,608.2,DEDDCDABDBACEDABBABADABECEADBECDCBBCDEBEEDEDD,ECEBABABABECBCEAEECACECCEDDCADBBEABDCDBDEDEAB,99999ABCAECCBDBDDBDEDAAECAEEBEECBCCAEBAAADEDACECBE,AAABCBBECCBCDDBCAEABCDABCEAECEBCEEACECECCEEEC,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,140.0,120.0,140.0,640.0,H,C,F,B,2,B,A,B,C,A,A,B,B,A,A,B,A,A,B,B,A,C,A,B,B
190006060559,2019,3304557,Rio de Janeiro,33,RJ,19,F,1,3,1,3304557.0,Rio de Janeiro,33.0,RJ,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,0,1,1,0,,507.0,511.0,,,493.6,558.6,,,BBBCBAABBBBBBCCADDDDDDDDDDDDBABBDACBABBEBABEB,99999CBEBBBCBADBABECDAAECADECBDCCECAEBDAACDABBBADE,,1,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,160.0,120.0,120.0,160.0,160.0,720.0,E,E,D,F,5,I,A,B,C,A,A,B,B,B,B,B,A,B,D,B,B,E,B,B,B
190002075361,2019,5208707,Goiânia,52,GO,17,M,1,1,1,5208707.0,Goiânia,52.0,GO,2,0,3,1.0,0,52089550.0,5208707.0,Goiânia,52.0,GO,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,1,1,1,1,504.0,507.0,511.0,516.0,688.3,681.1,669.9,770.1,CDECAEBBEBBDEBDCBDAEAACEDDDBCCCACCBCDCDADCDED,EABBCBADBADCDCEEEBCACACAEDBECADBEACDADBDBACDC,BDABE99999BCBAAAEBDCDAAECDEECBECECCDEBAAADDEBCDCEE,AEEEEEAADBEBABABCDCAEEAECDEAEBBDECEDCDAEAADAD,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,200.0,180.0,200.0,160.0,900.0,G,G,E,E,4,Q,D,E,E,C,A,B,B,B,B,B,B,A,D,B,B,E,B,D,B
190003597211,2019,1600303,Macapá,16,AP,33,M,1,3,1,1600303.0,Macapá,16.0,AP,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600303,Macapá,16,AP,1,1,1,1,503.0,508.0,512.0,515.0,425.7,373.2,551.4,406.4,BBDEADDCCBCAB.EABBCBCBCEBDCCCDCCBBCDDBCAABDBC,CBCECCDCAAAEBECBC.BBCCBDBBC.ABACBABAABABBAABE,99999ACCDEECA.EECEECCABCBBEBCCCEECBACDDBEDDDAAAECD,BCCBEEDDCBBCBDEBCECCACCABCCBDBBCBBCBBCCCCBCCE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,60.0,540.0,A,B,A,B,3,J,A,C,D,A,A,B,B,B,A,A,A,A,C,A,B,C,A,C,B
190003631958,2019,3535002,Palestina,35,SP,19,F,1,0,1,3535002.0,Palestina,35.0,SP,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549805,São José do Rio Preto,35,SP,1,1,1,1,505.0,509.0,514.0,518.0,535.0,537.0,522.1,512.6,BBDCADABDBECCACCEEBDCBEDEDACDBDDBBEEDADDEDDCD,ACBCAECDABACABAEEDACBEEBCECABBACBBCACEDBAECDC,99999DCADBAACCAACEEDDAADBADDDCCBDABBBBEACDCDCCBAEE,CDBBEBCCBDECCBCEACEBCCEADCCBCDCDADAABEBDEACDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,40.0,40.0,120.0,0.0,320.0,E,D,D,D,4,F,A,C,D,B,A,B,B,B,B,B,A,A,B,A,A,D,B,B,B
190002335737,2019,3541000,Praia Grande,35,SP,17,M,1,1,1,3550308.0,São Paulo,35.0,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541000,Praia Grande,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,E,D,3,E,B,C,D,B,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B
190005898425,2019,4119152,Pinhais,41,PR,18,M,1,1,1,4119152.0,Pinhais,41.0,PR,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119152,Pinhais,41,PR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,F,D,D,5,H,A,C,D,C,A,B,A,B,A,B,A,B,B,A,A,C,B,B,B
190003595204,2019,2211209,Uruçuí,22,PI,19,M,1,3,1,2101806.0,Benedito Leite,21.0,MA,1,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211209,Uruçuí,22,PI,1,1,1,1,506.0,507.0,511.0,517.0,393.3,435.3,464.6,583.6,BCDCABCEECBCBEDEDCDABADDEBEBCEAECAADADABBCEAB,AECAEBAACDEBEADBDACEACEBDEBCADECDBADACEBCBBDA,99999CEABAECBDDBDDBEDCECAABBEBBCADDABAAECDAABDACDB,BAABBCEBDCECDEDEBECEADDBCEACCABEBDEACDACBDBEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,40.0,40.0,100.0,0.0,300.0,B,C,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190003816784,2019,3106200,Belo Horizonte,31,MG,19,F,1,3,2,,,,,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1,1,1,1,503.0,510.0,513.0,515.0,483.9,479.1,0.0,393.7,CEEEAEEECDDBBDDDBDBCDBCDDEDDDBBECEEEDDCABBBBA,EAADEECEBDBECBAB...........DB.B.EDACCEE.BACCA,.....99999........................................,AAA*BDCDCADCDBDDBECBBECCABDDBDECAACCEDECDDBDB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,80.0,160.0,120.0,120.0,40.0,520.0,C,D,C,B,3,B,B,B,C,A,A,B,A,B,A,A,A,A,C,A,A,D,A,A,A
190003729613,2019,2513158,Santa Cecília,25,PB,22,F,1,1,1,2614501.0,Surubim,26.0,PE,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614501,Surubim,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,A,A,2,A,A,B,C,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
190002239419,2019,2414506,Umarizal,24,RN,17,F,1,1,1,2409308.0,Patu,24.0,RN,2,0,2,1.0,0,24024902.0,2414506.0,Umarizal,24.0,RN,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414506,Umarizal,24,RN,1,1,1,1,505.0,507.0,511.0,518.0,517.6,486.9,553.0,402.0,AACBADDDDCDCDECDEEABCBBDBCCBABBAEAEEEEBDCDDED,EEDADAEBCBEBBCCBAECCCACABDBEBADADECADABDDABDD,99999ABAEDBCDAABDDEEEDAECDCADCECCEEEEBBAADABBBCCBE,ECACBBBECDEDECBBCBBAAABCABEBCCADCEABCBAEBDBEB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,140.0,120.0,620.0,C,D,A,A,4,B,A,B,C,A,A,B,A,A,A,B,A,A,C,A,A,C,A,B,B
190004343684,2019,2205458,Joca Marques,22,PI,17,F,1,4,1,2205805.0,Luzilândia,22.0,PI,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205805,Luzilândia,22,PI,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,B,F,A,3,B,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
190002548737,2019,2302057,Barroquinha,23,CE,17,F,0,0,1,2302057.0,Barroquinha,23.0,CE,2,0,2,1.0,0,23234580.0,2302057.0,Barroquinha,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302057,Barroquinha,23,CE,1,1,1,1,503.0,508.0,512.0,515.0,384.8,451.9,483.3,568.7,EDDADCEDCBDDACDEEECBCADDDEEBDABAECAEEDBDADECB,AAAEABCDEEEDDCBBDBECAABBEBCDDCADEEEABEBCDECEB,99999CABAACCDBDEEEAECABBEEEBAACBCDBAACEEEBBECCDACA,ECBADDCCAEBEACEACEDAAABDACBCDEBCB*EABDECDADAE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,60.0,60.0,80.0,20.0,340.0,A,A,F,F,4,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
190002799752,2019,2510105,Nova Floresta,25,PB,22,M,1,1,1,2510105.0,Nova Floresta,25.0,PB,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505105,Cuité,25,PB,0,1,1,0,,510.0,513.0,,,343.1,535.7,,,CBDAECBBDBAD.CECABCDADAEBDBEADBDBACEBDABCAAED,99999DAACBABBABBEADECCDBDDABDCBCDBEDDCBEEAEAEDDCCA,,1,,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,B,D,A,A,4,C,A,C,C,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190004108452,2019,5201405,Aparecida de Goiânia,52,GO,17,M,1,1,1,5208707.0,Goiânia,52.0,GO,2,0,2,1.0,0,52030660.0,5201405.0,Aparecida de Goiânia,52.0,GO,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5201405,Aparecida de Goiânia,52,GO,1,1,1,1,504.0,507.0,511.0,516.0,450.0,466.0,500.1,574.7,DECDEEBBCBDDDAAEBDCDDAAEDBACDCBDBDECAAEBBCAED,DEECABCBEBACBECABDCDDBCAEBEDACBEABEEBAAAEABDA,99999EAABDCAADEAACDEAACEBDEEECECCBCDBBDAADEBECCBDC,BEDBBECEDDACABCBADABCEABDDCAEBCCEDBACEDEBDCDA,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,80.0,560.0,C,C,C,F,4,D,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,E,A,B,B
190003659725,2019,3546702,Santa Gertrudes,35,SP,17,F,1,3,1,3546702.0,Santa Gertrudes,35.0,SP,2,0,2,1.0,0,35004065.0,3546702.0,Santa Gertrudes,35.0,SP,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543907,Rio Claro,35,SP,1,1,1,1,505.0,510.0,513.0,518.0,466.8,568.4,528.7,596.7,BBEDCDCEDCAEBBDBBECBADEACDBABBAEBDEADDBDDCBAD,CEECEEABADAEABABECAACCEBEDBDDACACABDDACEABDED,99999BABCEBBDEBDEACECBDEBDAEEAEBECDCCEEEBEBCCDBCDC,DBBCABCBADEACEDECBAACBEBEEDBCEABABEDCEDBCDADB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,100.0,580.0,E,C,C,F,5,I,A,C,D,A,A,B,B,B,A,B,A,A,C,A,A,E,B,B,B
190003433089,2019,2611606,Recife,26,PE,18,F,1,2,1,2611606.0,Recife,26.0,PE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1,1,1,1,504.0,507.0,511.0,516.0,525.7,552.0,543.7,563.1,BBACCCEBEBDDDCBCBBEDDCAEDBCBABCABCEEDCEADDDAC,DCEDABAEBACEABAEDACECECAEDBEABADCAABADBAEAEEB,BBABE99999BCAAAADDEEDDCEEAEBACDCEECDABDADDCEBACCBE,CEDDABCDDEBBABCBBDEBBCDADDDDBADCEDADCECDCCEBD,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,160.0,120.0,640.0,E,E,D,D,3,I,A,C,C,B,A,B,B,B,A,B,A,B,C,B,A,D,A,C,B
190003746561,2019,2700300,Arapiraca,27,AL,34,F,2,3,1,2700300.0,Arapiraca,27.0,AL,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700300,Arapiraca,27,AL,1,1,1,1,504.0,510.0,513.0,516.0,445.7,537.5,504.8,449.3,DDCDDEDCECEDDCCCDCDEDECDDBACBEBCCDCEEBABCDCCD,EAEDEEDBEDBDABACCEABBDDBDCBDCADCCABDCDCBBEDCC,99999DCACDBBBCCBEACEEBDDEDCDECEDDDCADEDCBDBECCCEBC,DEDBDCBBBDCEACECDABCDCBEABDEAACBECEEDCBDBDBBD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,120.0,120.0,120.0,40.0,500.0,A,B,A,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190004489017,2019,4306767,Eldorado do Sul,43,RS,20,F,1,1,1,4306767.0,Eldorado do Sul,43.0,RS,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4302709,Butiá,43,RS,1,1,1,1,505.0,510.0,513.0,518.0,436.2,569.4,535.8,592.6,EACBCBBABEADCBAAEBBCDAEEDDBAEEAEBCCDEAEDCEDCE,CEECBDDBADBDABAECBAADEAACABECBCCCBDECEDDABCCB,99999EDABCBDCEACAAAECEDBBBADCCAEDECDAEEEBCEAEADECC,DECBBBAEDDBBCEAEECCCADEDABCBBDABCBCCDCEDBDDEC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,140.0,140.0,120.0,140.0,680.0,F,E,E,D,3,J,A,B,C,B,A,B,B,B,A,B,A,B,C,B,B,D,A,C,B
190001705791,2019,4207106,Ilhota,42,SC,19,F,3,1,1,4207106.0,Ilhota,42.0,SC,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202404,Blumenau,42,SC,1,1,1,1,504.0,507.0,511.0,516.0,383.8,425.2,499.6,470.4,CECCBDAEAADADEEACCBEBEDCDBCCEECEBDBDAAABCCEEC,EECDAADACBBDCABCEECADABCDBABEBBBEADDBCECEBACD,BBADC99999CCBDCEDBDEACAEDACECEEACDABABEACDDAEACBEE,CADBCADCDEBBAEBCBEECADCBAEBBCACDEBACDBECDABDE,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,140.0,140.0,160.0,120.0,720.0,C,C,B,B,3,E,A,C,D,B,A,B,B,B,A,B,A,B,C,A,A,C,A,B,B
190003333664,2019,3539202,Pirapozinho,35,SP,18,F,1,1,1,3541406.0,Presidente Prudente,35.0,SP,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541406,Presidente Prudente,35,SP,1,1,1,1,506.0,509.0,514.0,517.0,562.7,592.8,579.3,549.5,BDADECABEDDECDDCDCBBECEEBEADBEBBACBDACABCDCBB,ACECDEECABACADBEBACDBEEBCCEBECDDADCDCBDBBAEED,99999CBBDABBCBCEEAEBADCDDDABDECBAEAAECCAAECBECABCD,AEDBDDECCDBBEDEBABCCBDCBEACDDDEDCDBCACABBCDEB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,140.0,620.0,E,C,C,A,5,C,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,D,A,A,B
190001309592,2019,3163706,São Lourenço,31,MG,19,F,1,1,1,3169307.0,Três Corações,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163706,São Lourenço,31,MG,1,1,1,1,505.0,508.0,512.0,518.0,503.2,499.4,499.6,488.2,EBDDDDCCDCBCAEECCEABDCABBCCCBDBDDBDADADDACBDC,ABAABABCCDCEACBBACECEABADAACDBEDBACEDBEDCEBEB,CBAED99999AABEEECCBCBEADDDACACEAABDADDCAECEDCADEEB,DCDCAACBBDDECDDEAAAACDACDBBDEEBBCBCDABBCBBDDA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,100.0,120.0,140.0,120.0,600.0,C,C,B,B,4,E,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,B
